órgão,Subordinado a,Montante,Ano
HOSPITAL UNIVERSITARIO LAURO WANDERLEY-UFPB,Ministério da Educação,35716,2013
HOSPITAL UNIVERSITARIO LAURO WANDERLEY-UFPB,Ministério da Educação,2554,2014
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Ministério da Educação,253,2011
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Ministério da Educação,2751,2017
HOSPITAL UNIVERSITARIO ANA BEZERRA,Ministério da Educação,1171,2012
HOSPITAL UNIVERSITARIO ANA BEZERRA,Ministério da Educação,250,2013
HOSPITAL UNIVERSITARIO ONOFRE LOPES DA UFRN,Ministério da Educação,82760,2011
HOSPITAL UNIVERSITARIO ONOFRE LOPES DA UFRN,Ministério da Educação,8646,2012
HOSPITAL UNIVERSITARIO ONOFRE LOPES DA UFRN,Ministério da Educação,6195,2013
HOSPITAL UNIVERSITARIO ONOFRE LOPES DA UFRN,Ministério da Educação,868,2014
MATERNIDADE ESCOLA JANUARIO CICCO DA UFRN,Ministério da Educação,4191,2012
MATERNIDADE ESCOLA JANUARIO CICCO DA UFRN,Ministério da Educação,7125,2013
HOSP.PEDIATRIA PROF. HERIBERTO F. BEZERRA,Ministério da Educação,3148,2012
HOSP.PEDIATRIA PROF. HERIBERTO F. BEZERRA,Ministério da Educação,2863,2013
HOSP.PEDIATRIA PROF. HERIBERTO F. BEZERRA,Ministério da Educação,200,2014
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,522,2011
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,5042,2013
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,2430,2014
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,1162,2016
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,6653,2011
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,2744,2012
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,1838,2013
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,2985,2016
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,61949,2017
UNIVERSIDADE FEDERAL DE SANTA MARIA - HUSM,Ministério da Educação,29627,2013
UNIVERSIDADE FEDERAL DE SANTA MARIA - HUSM,Ministério da Educação,36976,2014
UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,Ministério da Educação,105,2016
CENTRO DE SAUDE E TECNOLOGIA RURAL DA UFCG,Ministério da Educação,4612,2015
CENTRO DE SAUDE E TECNOLOGIA RURAL DA UFCG,Ministério da Educação,45667,2017
HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,Ministério da Educação,4041,2012
HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,Ministério da Educação,320,2013
HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,Ministério da Educação,167370,2017
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,11597,2012
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,59941,2013
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,325727,2017
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,3779,2011
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,410853,2017
UNIVERSIDADE FEDERAL DE VICOSA,Ministério da Educação,78627,2014
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,4189,2012
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,5218,2013
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,461,2014
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,88832,2017
UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,Ministério da Educação,4305,2016
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,24579,2016
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,244910,2017
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,1287,2017
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,54848,2011
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,30968,2012
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,18286,2013
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,54489,2014
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,19954,2017
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,16877,2012
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,32449,2013
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,42495,2014
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,6433,2015
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,8578,2016
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,6601,2017
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,4219,2013
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,10106,2014
HOSPITAL UNIVERSITARIO BETTINA FERRO DE SOUZA,Ministério da Educação,7732,2011
HOSPITAL UNIVERSITARIO BETTINA FERRO DE SOUZA,Ministério da Educação,11708,2012
HOSPITAL UNIVERSITARIO BETTINA FERRO DE SOUZA,Ministério da Educação,5858,2013
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,4060,2017
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,43559,2011
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,43165,2012
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,52715,2013
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,4161,2014
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,60559,2016
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,397012,2017
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,5034,2013
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,398753,2017
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,6717,2013
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,13403,2014
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,5383,2016
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,126336,2017
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,1059,2012
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,15519,2013
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,15961,2014
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,204981,2015
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,156536,2016
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,338104,2017
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,11101,2011
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,7296,2012
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,110920,2013
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,137332,2014
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,4999,2015
HOSPITAL UNIVERSITARIO,Ministério da Educação,963,2013
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,8460,2012
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,62577,2013
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,6879,2014
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,42388,2016
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,67055,2017
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,23193,2011
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,23170,2013
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,13399,2014
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,5832,2012
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,8854,2013
INST.FED. DO PE/CAMPUS BARREIROS,Ministério da Educação,511,2016
"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA",Ministério da Educação,220,2012
"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA",Ministério da Educação,86,2013
INST.FED.DO RN/CAMPUS MACAU,Ministério da Educação,68,2016
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,105159,2011
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,32348,2012
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,35596,2013
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,451,2014
CENTRO DE PESQUISAS AGGEU MAGALHAES,Ministério da Saúde,165,2015
CENTRO DE PESQUISAS AGGEU MAGALHAES,Ministério da Saúde,1183,2016
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,86553,2016
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,15632,2011
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,40325,2012
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,52614,2013
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,49294,2014
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,3501,2011
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,350,2012
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,1555,2013
INSTITUTO OSWALDO CRUZ,Ministério da Saúde,18815,2011
INSTITUTO OSWALDO CRUZ,Ministério da Saúde,6035,2012
INSTITUTO OSWALDO CRUZ,Ministério da Saúde,7956,2013
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,44121,2017
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,2306,2011
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,709,2014
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,3061,2016
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,211364,2017
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,2317,2011
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,10239,2012
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,92373,2013
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,24178,2014
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,10069,2011
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,248144,2017
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,105979,2011
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,37445,2012
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,40724,2013
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,18179,2014
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,2948,2015
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,52392,2016
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,441573,2017
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,4880,2016
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,173804,2017
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,13488,2016
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,28151,2017
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,16282,2016
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,41097,2017
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,6888,2014
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,12617,2016
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,193931,2017
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,12552,2015
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,22184,2016
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,159926,2017
BASE AEREA DE FORTALEZA,Ministério da Defesa,6070,2011
BASE AEREA DE FORTALEZA,Ministério da Defesa,6506,2012
BASE AEREA DE FORTALEZA,Ministério da Defesa,18580,2015
BASE AEREA DE FORTALEZA,Ministério da Defesa,14633,2016
II COMANDO AEREO REGIONAL,Ministério da Defesa,3437,2014
II COMANDO AEREO REGIONAL,Ministério da Defesa,74259,2015
II COMANDO AEREO REGIONAL,Ministério da Defesa,116523,2016
BASE AEREA DE RECIFE,Ministério da Defesa,1273,2012
BASE AEREA DE RECIFE,Ministério da Defesa,867,2014
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,8053,2011
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,65034,2012
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,21641,2013
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,5725,2014
PARQUE DE MATERIAL AERONAUTICO DE RECIFE,Ministério da Defesa,282,2012
BASE AEREA DE SALVADOR,Ministério da Defesa,4744,2013
BASE AEREA DE SALVADOR,Ministério da Defesa,768,2014
BASE AEREA DE SANTA CRUZ,Ministério da Defesa,134,2011
HOSPITAL CENTRAL AERONAUTICA,Ministério da Defesa,382,2012
HOSPITAL CENTRAL AERONAUTICA,Ministério da Defesa,499,2013
HOSPITAL DE AERONAUTICA DOS AFONSOS,Ministério da Defesa,591,2012
HOSPITAL DE FORCA AEREA DO GALEAO,Ministério da Defesa,153,2012
HOSPITAL DE FORCA AEREA DO GALEAO,Ministério da Defesa,216,2013
IV COMANDO AEREO REGIONAL,Ministério da Defesa,340,2016
ESCOLA DE ESPECIALISTAS DE AERONAUTICA,Ministério da Defesa,1348,2014
ESCOLA DE ESPECIALISTAS DE AERONAUTICA,Ministério da Defesa,2215,2015
HOSPITAL DE AERONAUTICA DE SAO PAULO,Ministério da Defesa,21272,2015
HOSPITAL DE AERONAUTICA DE SAO PAULO,Ministério da Defesa,24499,2016
PARQUE DE MATERIAL AERONAUTICO DE SAO PAULO,Ministério da Defesa,139,2016
I COMANDO AEREO REGIONAL,Ministério da Defesa,102938,2011
I COMANDO AEREO REGIONAL,Ministério da Defesa,2767,2012
I COMANDO AEREO REGIONAL,Ministério da Defesa,2224,2016
BASE AEREA DE NATAL,Ministério da Defesa,8665,2013
BASE AEREA DE NATAL,Ministério da Defesa,3452,2014
BASE AEREA DE NATAL,Ministério da Defesa,1623,2016
59  BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,4934,2017
4 BATALHAO DE ENGENHARIA DE CONSTRUCAO,Ministério da Defesa,175,2017
6. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,347,2013
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,8963,2013
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,21534,2014
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,3254,2016
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,57717,2017
23 BATALHAO DE CACADORES,Ministério da Defesa,1864,2017
COMANDO 10 REGIAO MILITAR,Ministério da Defesa,370,2016
COMANDO 10 REGIAO MILITAR,Ministério da Defesa,230,2017
10. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,3951,2016
10. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,6372,2017
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,1867,2012
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,19336,2013
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,1502,2015
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,2916,2016
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,19855,2017
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,2286,2013
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,701,2014
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,5942,2016
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,3309,2017
2 BATALHAO DE INFANTARIA DE SELVA,Ministério da Defesa,2406,2013
2 BATALHAO DE INFANTARIA DE SELVA,Ministério da Defesa,197,2014
HOSPITAL GERAL DE BELEM,Ministério da Defesa,11522,2011
HOSPITAL GERAL DE BELEM,Ministério da Defesa,18655,2013
HOSPITAL GERAL DE BELEM,Ministério da Defesa,73416,2016
HOSPITAL GERAL DE BELEM,Ministério da Defesa,64511,2017
16 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,44,2014
4 BATALHAO DE POLICIA DO EXERCITO,Ministério da Defesa,249,2015
72 BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,6349,2013
COMANDO 10 BRIGADA DE INFANTARIA MOTORIZADA,Ministério da Defesa,101,2014
7.DEPOSITO DE SUPRIMENTO,Ministério da Defesa,33602,2012
7.DEPOSITO DE SUPRIMENTO,Ministério da Defesa,13575,2013
7.DEPOSITO DE SUPRIMENTO,Ministério da Defesa,10775,2016
7.DEPOSITO DE SUPRIMENTO,Ministério da Defesa,18218,2017
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,835,2011
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,494,2012
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,11588,2013
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,3587,2014
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,66430,2015
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,102191,2016
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,40704,2017
POLICLINICA MILITAR DE NITEROI,Ministério da Defesa,1035,2011
POLICLINICA MILITAR DE NITEROI,Ministério da Defesa,555,2012
HOSPITAL CENTRAL DO EXERCITO,Ministério da Defesa,22330,2015
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,791,2013
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,223128,2017
LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Ministério da Defesa,1107,2012
LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Ministério da Defesa,17444,2013
LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Ministério da Defesa,59357,2014
LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Ministério da Defesa,12308,2015
LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Ministério da Defesa,20520,2016
LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Ministério da Defesa,110286,2017
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,5776,2012
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,13766,2013
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,275,2014
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,1895,2015
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,20741,2016
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,29429,2017
4  BATALHAO DE INFANTARIA LEVE,Ministério da Defesa,1036,2013
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,9876,2013
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,1014,2014
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,576,2012
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,11668,2013
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,1123,2014
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,1544,2017
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,34268,2012
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,2794,2015
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,3739,2012
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,324,2014
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,5502,2015
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,4164,2016
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,13583,2017
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,3825,2012
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,21672,2013
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,10416,2014
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,3573,2015
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,19662,2016
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,32550,2017
INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV,Ministério da Defesa,1456,2015
HOSPITAL DAS FORCAS ARMADAS,Ministério da Defesa,454,2016
HOSPITAL DAS FORCAS ARMADAS,Ministério da Defesa,2381,2017
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,8398,2016
COLEGIO MILITAR DE FORTALEZA,Ministério da Defesa,1591,2017
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,6051,2012
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,3783,2013
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,12285,2014
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,1061,2016
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,48010,2017
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,17567,2011
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,10546,2012
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,56069,2017
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,5610,2013
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,9805,2014
DIRETORIA DE SAUDE DA MARINHA,Ministério da Defesa,3661,2011
DIRETORIA DE SAUDE DA MARINHA,Ministério da Defesa,1609,2012
POLICLINICA NAVAL NOSSA SENHORA DA GLORIA,Ministério da Defesa,191,2013
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,5525,2011
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,5516,2012
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,3027,2013
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,3197,2014
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,190474,2012
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,100043,2013
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,28411,2014
ESCOLA DE APRENDIZES-MARINHEIROS DO CEARA,Ministério da Defesa,462,2011
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,14227,2016
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,352001,2017
CIA.BRASILEIRA DE TRENS URBANOS-STU/REC,Ministério das Cidades,1128,2012
INSTITUTO DE PSIQUIATRIA DA UFRJ,Ministério da Educação,63836,2011
INSTITUTO DE PSIQUIATRIA DA UFRJ,Ministério da Educação,1648,2012
INSTITUTO DE PSIQUIATRIA DA UFRJ,Ministério da Educação,19975,2013
INSTITUTO DE PSIQUIATRIA DA UFRJ,Ministério da Educação,61546,2015
CASA GERONTOLOGICA DA AER. BRIG.EDUARDO GOMES,Ministério da Defesa,398,2011
59  BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,13603,2017
4 BATALHAO DE ENGENHARIA DE CONSTRUCAO,Ministério da Defesa,873,2017
35 BATALHAO DE INFANTARIA,Ministério da Defesa,1810,2017
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,3705,2012
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,22801,2013
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,21908,2014
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,25916,2016
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,205727,2017
23 BATALHAO DE CACADORES,Ministério da Defesa,766,2017
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,4074,2011
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,14318,2012
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,13522,2013
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,641,2016
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,32752,2017
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,606,2011
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,933,2012
38  BATALHAO DE INFANTARIA,Ministério da Defesa,792,2012
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,6726,2013
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,962,2014
