órgão,Subordinado a,Montante,Ano
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,71864,2011
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,55101,2012
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,7084,2013
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,45876,2014
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,22604,2011
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,37041,2012
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,23168,2013
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,14756,2014
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,218162,2015
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,8557,2011
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,2772,2012
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,51893,2011
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,15345,2012
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,20974,2013
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,21049,2011
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,13583,2013
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,343921,2016
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,1370202,2017
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,3745,2012
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,3526,2013
HOSPITAL UNIVERSITARIO,Ministério da Educação,118078,2011
HOSPITAL UNIVERSITARIO,Ministério da Educação,124829,2012
HOSPITAL UNIVERSITARIO,Ministério da Educação,28672,2013
HOSPITAL UNIVERSITARIO,Ministério da Educação,131006,2014
HOSPITAL UNIVERSITARIO,Ministério da Educação,98680,2015
HOSPITAL UNIVERSITARIO,Ministério da Educação,12254,2016
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,74402,2011
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,17601,2012
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,35015,2013
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,10208,2014
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,2930,2013
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,2755,2014
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,11047,2011
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,5120,2012
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,14981,2013
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,46026,2014
IFSULDEMINAS - CAMPUS MUZAMBINHO,Ministério da Educação,1273,2012
INST.FED  FLUMINENSE/CAMPUS B.JESUS DO ITABAP,Ministério da Educação,641,2014
DEPTO.DE POLICIA RODOVIARIA FEDERAL,Ministério da Justiça,46141,2012
DEPTO.DE POLICIA RODOVIARIA FEDERAL,Ministério da Justiça,152929,2013
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,55305,2011
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,50725,2012
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,79870,2013
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,23545,2014
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,74570,2015
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,155588,2016
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,662550,2017
ESCOLA NAC. DE SAUDE PÚBLICA SÉRGIO AROUCA,Ministério da Saúde,7465,2011
HOSPITAL CRISTO REDENTOR S/A,Ministério da Saúde,744,2011
FUNDACAO NACIONAL DE SAUDE - DF,Ministério da Saúde,26142,2011
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,1614009,2012
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,2413123,2013
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,1027297,2014
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,350325,2015
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,4434,2012
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,6179,2013
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,208685,2011
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,19339,2013
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,35687,2014
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,45392,2011
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,11272,2014
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,205043,2011
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,14890,2012
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,17365,2013
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,17018,2014
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,4365,2015
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,8324,2011
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,1477,2012
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,7516,2013
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,4910,2011
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,2953,2012
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,2386,2011
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,2512,2012
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,10643,2013
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,51607,2014
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,16185,2015
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,10375,2011
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,4430,2012
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,78902,2014
COORDENACAO GERAL DE RECURSOS HUMANOS/MT,Ministério dos Transportes,509,2012
COORDENACAO GERAL DE RECURSOS HUMANOS/MT,Ministério dos Transportes,719,2013
IBAMA - COORDENACAO-GERAL DE FINANCAS - CGFIN,Ministério do Meio Ambiente,6884,2011
VI COMANDO AEREO REGIONAL,Ministério da Defesa,760,2014
VI COMANDO AEREO REGIONAL,Ministério da Defesa,763,2015
BASE AEREA DE FORTALEZA,Ministério da Defesa,24288,2011
GRUPAMENTO DE INFRA-EST E APOIO DE S J CAMPOS,Ministério da Defesa,1598,2013
II COMANDO AEREO REGIONAL,Ministério da Defesa,33814,2016
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,6656,2011
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,3218,2012
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,1262,2013
BASE AEREA DE SALVADOR,Ministério da Defesa,48,2013
BASE AEREA DE CAMPO GRANDE,Ministério da Defesa,3377,2011
BASE AEREA DE CAMPO GRANDE,Ministério da Defesa,1561,2012
BASE AEREA DE CAMPO GRANDE,Ministério da Defesa,2460,2015
HOSPITAL DE FORCA AEREA DO GALEAO,Ministério da Defesa,7155,2011
HOSPITAL DE AERONAUTICA DE SAO PAULO,Ministério da Defesa,1118,2011
HOSPITAL DE AERONAUTICA DE SAO PAULO,Ministério da Defesa,584,2015
HOSPITAL DE AERONAUTICA DE SAO PAULO,Ministério da Defesa,1369,2016
VII COMANDO AEREO REGIONAL,Ministério da Defesa,2682,2016
I COMANDO AEREO REGIONAL,Ministério da Defesa,3831,2013
HOSPITAL DE FORCA AEREA DE BRASILIA,Ministério da Defesa,5335,2013
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,682,2011
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,6423,2015
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,22184,2016
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,477,2013
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,1755,2014
16 BATALHAO LOGISTICO,Ministério da Defesa,1012,2012
BATALHAO DE POLICIA DO EXERCITO DE BRASILIA,Ministério da Defesa,1428,2014
11. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,537,2011
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,12084,2012
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,56905,2013
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,2184,2014
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,483,2015
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,1641,2013
14 GRUPO DE ARTILHARIA DE CAMPANHA,Ministério da Defesa,5796,2012
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,4430,2016
HOSPITAL GERAL DE BELEM,Ministério da Defesa,852,2013
HOSPITAL GERAL DE BELEM,Ministério da Defesa,674,2016
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,4198,2011
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,3988,2012
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,10627,2013
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,5385,2014
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,1482,2015
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,2505,2014
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,2021,2013
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,905,2014
COMANDO DA 2A BRIGADA DE INFANTARIA DE SELVA,Ministério da Defesa,12423,2016
POLICLINICA NAVAL NOSSA SENHORA DA GLORIA,Ministério da Defesa,2197,2013
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,412896,2011
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,56165,2012
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,3582,2014
HOSPITAL NAVAL_DE SALVADOR,Ministério da Defesa,1631,2013
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,1774,2011
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,4291,2012
HOSPITAL DAS FORCAS ARMADAS,Ministério da Defesa,63977,2011
HOSPITAL DAS FORCAS ARMADAS,Ministério da Defesa,26806,2012
HOSPITAL DAS FORCAS ARMADAS,Ministério da Defesa,11508,2014
HOSPITAL DAS FORCAS ARMADAS,Ministério da Defesa,13095,2015
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,2081,2011
COLEGIO  MILITAR DE BRASILIA,Ministério da Defesa,225,2016
24 BATALHAO DE CACADORES,Ministério da Defesa,4746,2012
24 BATALHAO DE CACADORES,Ministério da Defesa,5109,2013
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,5088,2011
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,10165,2012
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,4169,2013
14 GRUPO DE ARTILHARIA DE CAMPANHA,Ministério da Defesa,2996,2013
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,3656,2012
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,1410,2011
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,11046,2012
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,9322,2013
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,5385,2014
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,5927,2015
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,4594,2013
POLICLINICA NAVAL NOSSA SENHORA DA GLORIA,Ministério da Defesa,3507,2014
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,83281,2011
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,9035,2012
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,2221,2013
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,3582,2014
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,129670,2011
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,884,2011
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,1341,2013
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,725,2016
DEPARTAMENTO DE SAÚDE E ASSIST. DE PESSOAL,"Transferências a Estados, Distrito Federal e Municípios",11708,2013
CASA GERONTOLOGICA DA AER. BRIG.EDUARDO GOMES,Ministério da Defesa,1692,2011
BASE ADMINISTRATIVA DO C COM G E EX,Ministério da Defesa,450,2016
HOSPITAL NAVAL DE BRASILIA,Ministério da Defesa,4994,2013
HOSPITAL NAVAL DE BRASILIA,Ministério da Defesa,11960,2014
HOSPITAL NAVAL DE BRASILIA,Ministério da Defesa,2137,2015
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,1976,2011
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,1131,2012
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,2778,2013
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,12972,2011
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,34347,2011
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,70618,2012
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,49103,2013
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,6156,2014
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,30664,2015
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,6245,2016
BASE ADMINISTRATIVA DA BDA DE OP.ESPECIAISS,Ministério da Defesa,27018,2015
BASE ADMINISTRATIVA DA BDA DE OP.ESPECIAISS,Ministério da Defesa,14179,2016
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,8452,2011
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,4015,2015
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,3692,2016
HOSPITAL GERAL DE BELEM,Ministério da Defesa,11174,2011
HOSPITAL GERAL DE BELEM,Ministério da Defesa,1278,2013
HOSPITAL GERAL DE BELEM,Ministério da Defesa,598,2016
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,19826,2011
HOSPITAL CENTRAL DO EXERCITO,Ministério da Defesa,11046,2011
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,2337,2011
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,8376,2013
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,12058,2014
HOSPITAL DE GUARNICAO DE SANTA MARIA,Ministério da Defesa,6423,2015
HOSPITAL NAVAL_DE SALVADOR,Ministério da Defesa,12433,2011
HOSPITAL NAVAL_DE SALVADOR,Ministério da Defesa,6746,2012
HOSPITAL NAVAL_DE SALVADOR,Ministério da Defesa,3901,2013
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,455,2013
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,1082,2014
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,842,2012
HOSPITAL NAVAL DE BRASILIA,Ministério da Defesa,5593,2013
HOSPITAL NAVAL DE BRASILIA,Ministério da Defesa,5494,2014
HOSPITAL NAVAL DE BRASILIA,Ministério da Defesa,10203,2015
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,129670,2011
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,17754,2011
IFSUL /CAMPUS VISCONDE DA GRAÇA/ PELOTAS,Ministério da Educação,10,2012
CENTRO DE INST.E ADESTRAMENTO DE BRASILIA,Ministério da Defesa,591,2013
UNIFESP-HOSP. UNIVERSITARIO,Órgão Genérico Geratriz,3952,2013
GRUPAMENTO DE APOIO DA SAÚDE,Ministério da Defesa,988,2015
GRUPAMENTO DE APOIO DA SAÚDE,Ministério da Defesa,1162,2016
EBSERH - HOSPITAL UNIVERSIT�RIO DE BRASILIA,Órgão Genérico Geratriz,120818,2016
EBSERH - HOSPITAL UNIVERSIT�RIO DE BRASILIA,Órgão Genérico Geratriz,1151486,2017
EBSERH HUSM-UFSM,Órgão Genérico Geratriz,1103,2015
EBSERH HUSM-UFSM,Órgão Genérico Geratriz,6465,2016
GRUPAMENTO DE APOIO DO DISTRITO FED,Ministério da Defesa,1118,2016
GRUPAMENTO DE APOIO DO DISTRITO FED,Ministério da Defesa,11743,2017
