órgão,Subordinado a,Montante,Ano
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,36677,2011
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,39887,2012
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,34557,2013
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,2190,2014
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,15680,2011
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,82563,2012
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,328414,2017
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,17243,2011
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,90149,2012
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,7062,2013
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,481,2014
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,164015,2015
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,467064,2016
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,489892,2017
FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,Ministério da Educação,766,2011
FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,Ministério da Educação,7858,2012
FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,Ministério da Educação,26883,2012
UNIVERSIDADE FEDERAL DE OURO PRETO,Ministério da Educação,1899,2011
UNIVERSIDADE FEDERAL DE OURO PRETO,Ministério da Educação,16438,2012
UNIVERSIDADE FEDERAL DE OURO PRETO,Ministério da Educação,8895,2013
HOSPITAL UNIVERSITARIO DA UFPI,Ministério da Educação,5591,2013
FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,Ministério da Educação,2551,2011
FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,Ministério da Educação,31278,2017
UNIVERSIDADE FEDERAL DE VICOSA,Ministério da Educação,1635,2016
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,79358,2011
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,29687,2012
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,8411,2013
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,515,2014
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,1629,2015
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,75441,2016
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,258467,2017
UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,Ministério da Educação,1909,2012
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,44915,2011
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,139384,2012
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,54184,2013
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,52006,2014
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,126402,2015
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,188381,2016
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,105225,2017
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,298,2011
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,1556,2012
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,1366,2013
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,145068,2011
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,49420,2012
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,48927,2013
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,56333,2014
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,89536,2015
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,32105,2016
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,67659,2017
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,129442,2011
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,96512,2012
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,140452,2013
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,14336,2014
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,136522,2015
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,38133,2016
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,75309,2017
HOSPITAL CLINICAS/UFMG,Ministério da Educação,118499,2011
HOSPITAL CLINICAS/UFMG,Ministério da Educação,64122,2012
HOSPITAL CLINICAS/UFMG,Ministério da Educação,89081,2013
HOSPITAL CLINICAS/UFMG,Ministério da Educação,11581,2015
HOSPITAL CLINICAS/UFMG,Ministério da Educação,11487,2016
HOSPITAL CLINICAS/UFMG,Ministério da Educação,73725,2017
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,28497,2011
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,46017,2012
HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,Ministério da Educação,32948,2017
HOSPITAL UNIVERSITÁRIO BETTINA FERRO DE SOUZA,Ministério da Educação,1550,2011
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,28770,2011
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,15783,2012
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,45431,2013
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,28912,2015
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,13616,2016
HOSPITAL DE CLINICAS DA UFPR,Ministério da Educação,332045,2017
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,80251,2011
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,18259,2012
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,17264,2013
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,544,2014
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,17516,2015
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,159766,2016
HOSPITAL DAS CLINICAS - UFPE,Ministério da Educação,68658,2017
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,64941,2011
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,125312,2012
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,171756,2013
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,132152,2014
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,79236,2015
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,4202,2016
HOSPITAL UNIVERSITARIO (HU/UFGD),Ministério da Educação,10156,2017
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,133893,2011
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,77946,2012
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,3066,2015
HOSPITAL UNIVERSITARIO - UFSC,Ministério da Educação,292,2016
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,50199,2011
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,52543,2012
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,8413,2013
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,99051,2015
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,130390,2016
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,51666,2017
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,90492,2011
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,39251,2012
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,14840,2013
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,5755,2014
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,22418,2015
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,11195,2016
HOSPITAL DE CLÍNICAS DA UFTM,Ministério da Educação,85043,2017
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,44177,2011
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,22019,2012
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,375,2013
HOSPITAL UNIVERSITARIO,Ministério da Educação,115395,2011
HOSPITAL UNIVERSITARIO,Ministério da Educação,173,2012
HOSPITAL UNIVERSITARIO,Ministério da Educação,16960,2013
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,98987,2011
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,93294,2012
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,1152,2014
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,76992,2015
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,26781,2016
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,298166,2017
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,38037,2011
HOSPITAL ESCOLA DA UFPEL,Ministério da Educação,3942,2012
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,28266,2012
HOSPITAL UNIVERSITARIO DA FUFSE,Ministério da Educação,3278,2015
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,67853,2011
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,91406,2012
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,16328,2013
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,3842,2014
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,118588,2015
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,1628,2016
INST.FED. ALAGOAS/CAMPUS SATUBA,Ministério da Educação,1785,2012
INST.FED.DE ALAGOAS/CAMPUS PALMEIRA DOS IND.,Ministério da Educação,570,2012
INST FED EDUC CIENCIA TECNOL SUDESTE MG,Ministério da Educação,475,2013
INST FED SUDESTE DE MG/CAMPUS RIO POMBA,Ministério da Educação,792,2011
INST FED SUDESTE DE MG/CAMPUS BARBACENA,Ministério da Educação,1306,2011
INST FED SUDESTE DE MG/CAMPUS BARBACENA,Ministério da Educação,397,2012
INST.FED.PIAUI/CAMPUS TERESINA CENTRAL,Ministério da Educação,919,2016
INST.FED.DO RN/CAMPUS NATAL - CENTRAL,Ministério da Educação,1392,2011
PENITENCIARIA FEDERAL EM MOSSORO - RN,Ministério da Justiça,1185,2016
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,3512963,2011
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,9465352,2012
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,385088,2013
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,2995796,2014
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,1573940,2015
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,3675052,2016
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,4181,2017
CENTRO DE PESQUISAS RENE RACHOU,Ministério da Saúde,1246,2011
CENTRO DE PESQUISAS RENE RACHOU,Ministério da Saúde,539,2012
CENTRO DE PESQUISAS RENE RACHOU,Ministério da Saúde,1606,2017
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,3190,2011
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,52958,2012
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,19856,2015
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,107955,2016
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,46780,2017
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,17474,2011
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,11443,2012
ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,Ministério da Saúde,13096,2013
INSTITUTO OSWALDO CRUZ,Ministério da Saúde,962,2011
HOSPITAL CRISTO REDENTOR S/A,Ministério da Saúde,40931,2011
HOSPITAL CRISTO REDENTOR S/A,Ministério da Saúde,22959,2012
HOSPITAL FEMINA S/A,Ministério da Saúde,24907,2011
HOSPITAL FEMINA S/A,Ministério da Saúde,16207,2012
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,281773,2011
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,230560,2012
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,15615,2013
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,90810,2014
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,820634,2015
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,149143,2016
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,2931441,2017
FUNDACAO NACIONAL DE SAUDE - MT,Ministério da Saúde,1962,2011
FUNDACAO NACIONAL DE SAUDE - MT,Ministério da Saúde,40,2013
FUNDACAO NACIONAL DE SAUDE - PR,Ministério da Saúde,3041,2011
FUNDACAO NACIONAL DE SAUDE - RJ,Ministério da Saúde,2239,2011
FUNDACAO NACIONAL DE SAUDE - RS,Ministério da Saúde,18085,2011
FUNDACAO NACIONAL DE SAUDE - RR,Ministério da Saúde,17270,2011
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,15988,2011
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,1008322,2012
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,257728,2013
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,283263,2014
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,22947,2011
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,7688,2012
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,11444,2013
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,2893,2014
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,22222,2015
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,259359,2016
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,866575,2017
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,104780,2011
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,117669,2012
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,3188,2013
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,4734,2014
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,31417,2015
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,448155,2016
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,1048073,2017
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,29497,2011
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,6034,2012
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,666,2013
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,12360,2015
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,188584,2016
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,1099691,2017
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,136906,2011
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,133621,2012
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,799,2013
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,7550,2015
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,33996,2016
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,50241,2017
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,210373,2011
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,96375,2012
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,2507,2013
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,1879,2014
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,49188,2015
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,115421,2016
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,9191,2017
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,25348,2011
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,25870,2012
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,1598,2013
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,135,2014
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,26236,2015
