órgão,Subordinado a,Montante,Ano
HOSPITAL GERAL DE BELEM,Ministério da Defesa,66475,2014
HOSPITAL GERAL DE BELEM,Ministério da Defesa,42518,2015
HOSPITAL GERAL DE BELEM,Ministério da Defesa,33288,2016
HOSPITAL GERAL DE BELEM,Ministério da Defesa,58182,2017
HOSPITAL DA GUARNICAO DE MARABA,Ministério da Defesa,36017,2016
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,8151,2012
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,9644,2013
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,3727,2014
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,3693,2016
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,33054,2016
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,4919,2011
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,5758,2012
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,12302,2013
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,6298,2014
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,26076,2015
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,25837,2016
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,62429,2017
HOSPITAL DE GUARNICAO DE TABATINGA,Ministério da Defesa,1261,2011
HOSPITAL DE GUARNICAO DE TABATINGA,Ministério da Defesa,57667,2014
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,111604,2017
HOSPITAL GERAL DE BELEM,Ministério da Defesa,18664,2011
HOSPITAL GERAL DE BELEM,Ministério da Defesa,144262,2012
HOSPITAL GERAL DE BELEM,Ministério da Defesa,110431,2013
HOSPITAL GERAL DE BELEM,Ministério da Defesa,125123,2014
HOSPITAL GERAL DE BELEM,Ministério da Defesa,44158,2015
HOSPITAL GERAL DE BELEM,Ministério da Defesa,112797,2016
HOSPITAL GERAL DE BELEM,Ministério da Defesa,253564,2017
HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA,Ministério da Defesa,35506,2014
DISTRITO SANIT.ESP.INDIGENA GUAMA TOCANTINS,Ministério da Saúde,23941,2014
NUCLEO DO GRUPAMENTO DE APOIO DE BELÉM,Ministério da Defesa,7332,2017
