órgão,Subordinado a,Montante,Ano
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,56133,2013
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,24467,2015
HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,Ministério da Educação,52503,2017
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,136663,2011
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,188173,2012
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,93284,2013
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,12311,2014
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,189428,2015
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,350691,2016
HOSPITAL DE CLINICAS DA UFTM,Ministério da Educação,637325,2017
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,91014,2011
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,71958,2012
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,18235,2015
HOSPITAL UNIVERSITARIO GETULIO VARGAS,Ministério da Educação,4025,2016
HOSPITAL UNIVERSITARIO,Ministério da Educação,159936,2011
HOSPITAL UNIVERSITARIO,Ministério da Educação,118182,2012
HOSPITAL UNIVERSITARIO,Ministério da Educação,29744,2013
HOSPITAL UNIVERSITARIO,Ministério da Educação,258263,2014
HOSPITAL UNIVERSITARIO,Ministério da Educação,343952,2015
HOSPITAL UNIVERSITARIO,Ministério da Educação,98654,2016
HOSPITAL UNIVERSITARIO,Ministério da Educação,216314,2017
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,28365,2011
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,23928,2012
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,50840,2013
HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,Ministério da Educação,36286,2016
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,251061,2011
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,196094,2012
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,169304,2013
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,8141,2014
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,266626,2015
HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,Ministério da Educação,3909,2016
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,77931,2011
FUNDACAO OSWALDO CRUZ,Ministério da Saúde,10885,2012
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,334855,2011
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,75188,2012
INSTITUTO DE TECNOLOGIA EM FARMACOS,Ministério da Saúde,239510,2014
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,5312,2011
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,80478,2013
INSTITUTO FERNANDES FIGUEIRA,Ministério da Saúde,37034,2014
HOSPITAL CRISTO REDENTOR S/A,Ministério da Saúde,187022,2011
HOSPITAL CRISTO REDENTOR S/A,Ministério da Saúde,849,2012
HOSPITAL FEMINA S/A,Ministério da Saúde,43311,2011
HOSPITAL FEMINA S/A,Ministério da Saúde,548,2012
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,956175,2011
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,2994,2012
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,98742,2015
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,426061,2016
HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,Ministério da Saúde,732764,2017
FUNDACAO NACIONAL DE SAUDE - DF,Ministério da Saúde,49998,2011
FUNDACAO NACIONAL DE SAUDE - RR,Ministério da Saúde,5155,2011
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,43469,2011
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,111163,2012
DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,Ministério da Saúde,23443,2013
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,298336,2011
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,92118,2012
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,88450,2013
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,24575,2014
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,127343,2015
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,416551,2016
HOSPITAL FEDERAL DE BONSUCESSO,Ministério da Saúde,4408264,2017
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,93046,2011
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,138765,2012
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,198129,2013
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,158843,2014
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,35667,2015
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,41198,2016
INSTITUTO NACIONAL DO CANCER - RJ,Ministério da Saúde,3594426,2017
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,85697,2011
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,135072,2012
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,318391,2015
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,88456,2016
INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,Ministério da Saúde,1264559,2017
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,28506,2011
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,67780,2012
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,29311,2013
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,6198,2015
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,147976,2016
INSTITUTO NACIONAL DE CARDIOLOGIA,Ministério da Saúde,232454,2017
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,127251,2011
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,259740,2012
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,108657,2013
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,15267,2014
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,460056,2015
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,15212,2016
HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,Ministério da Saúde,688783,2017
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,4205,2011
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,28690,2012
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,62842,2013
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,83119,2015
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,113554,2016
HOSPITAL FEDERAL DE IPANEMA,Ministério da Saúde,29428,2017
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,54676,2011
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,11298,2012
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,52996,2013
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,306799,2015
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,72067,2016
HOSPITAL FEDERAL CARDOSO FONTES,Ministério da Saúde,33012,2017
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,121115,2011
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,13446,2012
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,187901,2013
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,18676,2014
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,96308,2015
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,35986,2016
HOSPITAL FEDERAL DA LAGOA,Ministério da Saúde,376615,2017
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,17589,2011
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,6732,2012
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,120213,2013
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,15528,2014
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,77717,2015
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,111780,2016
HOSPITAL FEDERAL DO ANDARAI,Ministério da Saúde,686014,2017
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,7931,2012
HOSPITAL DE AERONAUTICA DE RECIFE,Ministério da Defesa,1855,2013
I COMANDO AEREO REGIONAL,Ministério da Defesa,3744,2011
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,15277,2015
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,37655,2011
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,15828,2017
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,4031,2011
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,5526,2011
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,54640,2013
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,53509,2017
HOSPITAL GERAL DE BELEM,Ministério da Defesa,15277,2015
HOSPITAL GERAL DE BELEM,Ministério da Defesa,9502,2016
HOSPITAL GERAL DE BELEM,Ministério da Defesa,1526,2017
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,61976,2013
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,1714,2011
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,3885,2016
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,10384,2013
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,11168,2016
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,67193,2017
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,72255,2016
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,232827,2017
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,15609,2014
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,12764,2015
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,5113,2011
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,119850,2013
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,52724,2015
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,13458,2016
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,723624,2017
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,2995,2016
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,2109,2017
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,10779,2011
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,4591,2014
HOSPITAL DAS FORCAS ARMADAS,Ministério da Defesa,3757,2011
HOSPITAL DAS FORCAS ARMADAS,Ministério da Defesa,2021,2014
HOSPITAL DAS FORCAS ARMADAS,Ministério da Defesa,14102,2016
HOSPITAL DAS FORCAS ARMADAS,Ministério da Defesa,2956,2017
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,33719,2016
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,4263,2011
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,7096,2011
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,842,2012
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,2250,2016
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,11367,2012
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,8452,2012
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,3649,2013
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,226595,2011
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,47407,2013
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,19528,2015
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,11399,2013
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,62891,2016
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,430786,2017
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,6467,2011
HOSPITAL NAVAL DE BELEM,Ministério da Defesa,77909,2015
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,4614,2011
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,117453,2012
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,3275,2016
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,12634,2011
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,44590,2012
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,32181,2013
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,30555,2015
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,62273,2016
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,347811,2017
HOSPITAL GERAL DE BELEM,Ministério da Defesa,12149,2011
HOSPITAL GERAL DE BELEM,Ministério da Defesa,9036,2012
HOSPITAL DA GUARNICAO DE MARABA,Ministério da Defesa,24483,2017
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,57741,2013
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,39329,2012
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,5741,2013
HOSPITAL DE GUARNICAO DE SANTA MARIA,Ministério da Defesa,4051,2012
HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,Ministério da Defesa,750,2016
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,7491,2011
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,4365,2012
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,20745,2016
HOSPITAL NAVAL DE NATAL,Ministério da Defesa,63328,2017
HOSPITAL NAVAL DE RECIFE,Ministério da Defesa,1970,2012
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,24895,2011
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,46565,2017
UNIFESP-HOSP. UNIVERSITARIO,Órgão Genérico Geratriz,32959,2012
UNIFESP-HOSP. UNIVERSITARIO,Órgão Genérico Geratriz,248705,2013
