órgão,Subordinado a,Montante,Ano
HOSPITAL UNIVERSITARIO WALTER CANTIDIO,Ministério da Educação,292752,2015
HOSPITAL UNIVERSITARIO WALTER CANTIDIO,Ministério da Educação,455098,2016
HOSPITAL UNIVERSITARIO WALTER CANTIDIO,Ministério da Educação,2383684,2017
MATERNIDADE ESCOLA ASSIS CHATEAUBRIAND,Ministério da Educação,75478,2011
MATERNIDADE ESCOLA ASSIS CHATEAUBRIAND,Ministério da Educação,160758,2012
MATERNIDADE ESCOLA ASSIS CHATEAUBRIAND,Ministério da Educação,226165,2013
MATERNIDADE ESCOLA ASSIS CHATEAUBRIAND,Ministério da Educação,163987,2014
MATERNIDADE ESCOLA ASSIS CHATEAUBRIAND,Ministério da Educação,60861,2015
MATERNIDADE ESCOLA ASSIS CHATEAUBRIAND,Ministério da Educação,197759,2016
MATERNIDADE ESCOLA ASSIS CHATEAUBRIAND,Ministério da Educação,775235,2017
UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,Ministério da Educação,6686,2011
UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,Ministério da Educação,2782,2014
CENTRO DE CIENCIAS AGRARIAS DA UFES,Ministério da Educação,7837,2012
CENTRO DE CIENCIAS AGRARIAS DA UFES,Ministério da Educação,4159,2014
CENTRO DE CIENCIAS AGRARIAS DA UFES,Ministério da Educação,10041,2015
UNIVERSIDADE FEDERAL DE GOIAS,Ministério da Educação,2398,2016
HOSPITAL DAS CLINICAS DA UFGO,Ministério da Educação,648686,2011
HOSPITAL DAS CLINICAS DA UFGO,Ministério da Educação,514311,2012
HOSPITAL DAS CLINICAS DA UFGO,Ministério da Educação,241144,2013
HOSPITAL DAS CLINICAS DA UFGO,Ministério da Educação,839406,2014
HOSPITAL DAS CLINICAS DA UFGO,Ministério da Educação,819085,2015
HOSPITAL DAS CLINICAS DA UFGO,Ministério da Educação,661234,2016
HOSPITAL DAS CLINICAS DA UFGO,Ministério da Educação,4556579,2017
PRO-REITORIA DE ADMINISTRACAO/UFF,Ministério da Educação,179,2011
PRO-REITORIA DE ADMINISTRACAO/UFF,Ministério da Educação,5629,2012
PRO-REITORIA DE ADMINISTRACAO/UFF,Ministério da Educação,3196,2013
PRO-REITORIA DE ADMINISTRACAO/UFF,Ministério da Educação,2013,2016
PRO-REITORIA DE PESQ.E POS-GRADUACAO DA UFF,Ministério da Educação,12804,2015
PRO-REITORIA DE PESQ.E POS-GRADUACAO DA UFF,Ministério da Educação,14975,2016
PRO-REITORIA DE PESQ.E POS-GRADUACAO DA UFF,Ministério da Educação,11311,2017
PRO-REITORIA DE GRADUAÇAO/UFF,Ministério da Educação,2237,2013
HOSPITAL UNIVERSITARIO,Ministério da Educação,266131,2011
HOSPITAL UNIVERSITARIO,Ministério da Educação,242163,2012
HOSPITAL UNIVERSITARIO,Ministério da Educação,400423,2013
HOSPITAL UNIVERSITARIO,Ministério da Educação,412321,2014
HOSPITAL UNIVERSITARIO,Ministério da Educação,224237,2015
HOSPITAL UNIVERSITARIO,Ministério da Educação,115418,2016
UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Ministério da Educação,2124,2011
UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Ministério da Educação,17447,2017
ESCOLA DE VETERINARIA/UFMG,Ministério da Educação,4573,2011
ESCOLA DE VETERINARIA/UFMG,Ministério da Educação,2456,2015
FACULDADE DE ODONTOLOGIA/UFMG,Ministério da Educação,866,2013
UNIVERSIDADE FEDERAL DO PARA,Ministério da Educação,336,2012
UNIVERSIDADE FEDERAL DO PARA,Ministério da Educação,5693,2013
UNIVERSIDADE FEDERAL DO PARA,Ministério da Educação,45233,2015
UNIVERSIDADE FEDERAL DO PARA,Ministério da Educação,11495,2017
UNIVERSIDADE FEDERAL DA PARAIBA,Ministério da Educação,298,2011
HOSPITAL UNIVERSITARIO LAURO WANDERLEY-UFPB,Ministério da Educação,113793,2011
HOSPITAL UNIVERSITARIO LAURO WANDERLEY-UFPB,Ministério da Educação,178785,2012
HOSPITAL UNIVERSITARIO LAURO WANDERLEY-UFPB,Ministério da Educação,204033,2013
HOSPITAL UNIVERSITARIO LAURO WANDERLEY-UFPB,Ministério da Educação,440363,2014
HOSPITAL UNIVERSITARIO LAURO WANDERLEY-UFPB,Ministério da Educação,171850,2015
CENTRO DE CIENCIAS AGRARIAS DA UFPB,Ministério da Educação,5028,2014
CENTRO DE CIENCIAS AGRARIAS DA UFPB,Ministério da Educação,3100,2015
CENTRO DE CIENCIAS AGRARIAS DA UFPB,Ministério da Educação,2138,2016
HOSPITAL VITOR DO AMARAL,Ministério da Educação,5805,2014
UNIVERSIDADE FEDERAL DO PARANA,Ministério da Educação,15888,2011
UNIVERSIDADE FEDERAL DO PARANA,Ministério da Educação,60300,2012
UNIVERSIDADE FEDERAL DO PARANA,Ministério da Educação,19062,2013
UNIVERSIDADE FEDERAL DO PARANA,Ministério da Educação,1029,2014
UNIVERSIDADE FEDERAL DO PARANA,Ministério da Educação,609,2015
UNIVERSIDADE FEDERAL DO PARANA,Ministério da Educação,5145,2016
UNIVERSIDADE FEDERAL DE PERNAMBUCO,Ministério da Educação,596,2011
UNIVERSIDADE FEDERAL DE PERNAMBUCO,Ministério da Educação,12106,2012
UNIVERSIDADE FEDERAL DE PERNAMBUCO,Ministério da Educação,1137,2013
UNIVERSIDADE FEDERAL DE PERNAMBUCO,Ministério da Educação,1857,2014
UNIVERSIDADE FEDERAL DE PERNAMBUCO,Ministério da Educação,3250,2015
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Ministério da Educação,4914,2011
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Ministério da Educação,6164,2012
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Ministério da Educação,5999,2013
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Ministério da Educação,6380,2014
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Ministério da Educação,471,2015
HOSPITAL UNIVERSITARIO ANA BEZERRA,Ministério da Educação,4272,2011
HOSPITAL UNIVERSITARIO ANA BEZERRA,Ministério da Educação,4567,2012
HOSPITAL UNIVERSITARIO ANA BEZERRA,Ministério da Educação,8979,2013
HOSPITAL UNIVERSITARIO ANA BEZERRA,Ministério da Educação,28443,2014
HOSPITAL UNIVERSITARIO ONOFRE LOPES DA UFRN,Ministério da Educação,341410,2011
HOSPITAL UNIVERSITARIO ONOFRE LOPES DA UFRN,Ministério da Educação,337606,2012
HOSPITAL UNIVERSITARIO ONOFRE LOPES DA UFRN,Ministério da Educação,596985,2013
HOSPITAL UNIVERSITARIO ONOFRE LOPES DA UFRN,Ministério da Educação,404882,2014
HOSPITAL UNIVERSITARIO ONOFRE LOPES DA UFRN,Ministério da Educação,152,2015
CENTRO DE BIOCIENCIAS DA UFRN,Ministério da Educação,2031,2011
CENTRO DE BIOCIENCIAS DA UFRN,Ministério da Educação,4809,2012
CENTRO DE BIOCIENCIAS DA UFRN,Ministério da Educação,559,2013
CENTRO DE BIOCIENCIAS DA UFRN,Ministério da Educação,2878,2014
CENTRO DE BIOCIENCIAS DA UFRN,Ministério da Educação,196,2015
MATERNIDADE ESCOLA JANUARIO CICCO DA UFRN,Ministério da Educação,48301,2011
MATERNIDADE ESCOLA JANUARIO CICCO DA UFRN,Ministério da Educação,72440,2012
MATERNIDADE ESCOLA JANUARIO CICCO DA UFRN,Ministério da Educação,49612,2013
MATERNIDADE ESCOLA JANUARIO CICCO DA UFRN,Ministério da Educação,110987,2014
HOSP.PEDIATRIA PROF. HERIBERTO F. BEZERRA,Ministério da Educação,3389,2011
HOSP.PEDIATRIA PROF. HERIBERTO F. BEZERRA,Ministério da Educação,2986,2012
HOSP.PEDIATRIA PROF. HERIBERTO F. BEZERRA,Ministério da Educação,6156,2013
HOSP.PEDIATRIA PROF. HERIBERTO F. BEZERRA,Ministério da Educação,1237,2014
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,Ministério da Educação,3581,2016
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,Ministério da Educação,50110,2017
INSTITUTO DE GINECOLOGIA DA UFRJ,Ministério da Educação,1138,2016
INSTITUTO DE GINECOLOGIA DA UFRJ,Ministério da Educação,45698,2017
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,76770,2011
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,93510,2012
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,82766,2013
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,43738,2014
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,64056,2015
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,68851,2016
INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ,Ministério da Educação,408042,2017
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,443932,2011
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,574479,2012
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,679217,2013
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,245109,2014
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,427577,2015
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,526070,2016
HOSPITAL UNIVERSITARIO DA UFRJ,Ministério da Educação,2293338,2017
MATERNIDADE ESCOLA DA UFRJ,Ministério da Educação,61089,2011
MATERNIDADE ESCOLA DA UFRJ,Ministério da Educação,40832,2012
MATERNIDADE ESCOLA DA UFRJ,Ministério da Educação,14967,2013
MATERNIDADE ESCOLA DA UFRJ,Ministério da Educação,6282,2014
MATERNIDADE ESCOLA DA UFRJ,Ministério da Educação,43994,2017
HOSPITAL ESCOLA SAO FRANCISCO DE ASSIS,Ministério da Educação,1201,2016
HOSPITAL ESCOLA SAO FRANCISCO DE ASSIS,Ministério da Educação,1556,2017
INSTITUTO DE BIOQUIMICA MEDICA DA UFRJ,Ministério da Educação,1014,2012
UNIVERSIDADE FEDERAL DE SANTA MARIA,Ministério da Educação,12461,2011
UNIVERSIDADE FEDERAL DE SANTA MARIA,Ministério da Educação,57856,2012
UNIVERSIDADE FEDERAL DE SANTA MARIA,Ministério da Educação,17993,2013
UNIVERSIDADE FEDERAL DE SANTA MARIA,Ministério da Educação,7530,2014
UNIVERSIDADE FEDERAL DE SANTA MARIA,Ministério da Educação,15580,2015
UNIVERSIDADE FEDERAL DE SANTA MARIA,Ministério da Educação,15126,2016
UNIVERSIDADE FEDERAL DE SANTA MARIA,Ministério da Educação,87320,2017
UNIVERSIDADE FEDERAL DE SANTA MARIA - HUSM,Ministério da Educação,1000240,2011
UNIVERSIDADE FEDERAL DE SANTA MARIA - HUSM,Ministério da Educação,841009,2012
UNIVERSIDADE FEDERAL DE SANTA MARIA - HUSM,Ministério da Educação,1115286,2013
UNIVERSIDADE FEDERAL DE SANTA MARIA - HUSM,Ministério da Educação,1264094,2014
UNIVERSIDADE FEDERAL DE SANTA MARIA - HUSM,Ministério da Educação,558791,2015
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Ministério da Educação,5640,2011
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Ministério da Educação,18654,2013
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Ministério da Educação,41739,2017
UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,Ministério da Educação,3585,2014
UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,Ministério da Educação,689,2015
UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,Ministério da Educação,196,2016
FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS,Ministério da Educação,6822,2011
FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS,Ministério da Educação,6020,2012
FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS,Ministério da Educação,469,2016
CENTRO DE SAUDE E TECNOLOGIA RURAL DA UFCG,Ministério da Educação,13536,2011
CENTRO DE SAUDE E TECNOLOGIA RURAL DA UFCG,Ministério da Educação,4343,2013
CENTRO DE SAUDE E TECNOLOGIA RURAL DA UFCG,Ministério da Educação,10782,2016
UNIVERSIDADE FEDERAL RURAL DA AMAZONIA,Ministério da Educação,8555,2012
UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,Ministério da Educação,13651,2014
UNIVERSIDADE FEDERAL DE ALFENAS,Ministério da Educação,3302,2011
UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO,Ministério da Educação,34391,2011
UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO,Ministério da Educação,10663,2012
UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO,Ministério da Educação,18804,2013
UNIVERSIDADE FEDERAL DE LAVRAS,Ministério da Educação,9865,2012
UNIVERSIDADE FEDERAL DE LAVRAS,Ministério da Educação,6628,2014
UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN,Ministério da Educação,22380,2011
UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN,Ministério da Educação,124,2012
UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN,Ministério da Educação,22915,2013
UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN,Ministério da Educação,719,2014
UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN,Ministério da Educação,7993,2015
FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,Ministério da Educação,5403,2012
FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,Ministério da Educação,5565,2013
FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,Ministério da Educação,998,2014
FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,Ministério da Educação,10567,2016
FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,Ministério da Educação,16790,2017
HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,Ministério da Educação,212179,2011
HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,Ministério da Educação,346397,2012
HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,Ministério da Educação,145429,2013
HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,Ministério da Educação,173125,2014
HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,Ministério da Educação,137148,2015
HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,Ministério da Educação,379275,2016
HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,Ministério da Educação,503020,2017
FUNDACAO UNIVERSIDADE DO AMAZONAS,Ministério da Educação,4593,2011
CENTRO DE APOIO AO DESENVOLV. TECNOLOGICO-CDT,Ministério da Educação,13706,2011
FUNDACAO UNIVERSIDADE DE BRASILIA - FUB,Ministério da Educação,15114,2011
FUNDACAO UNIVERSIDADE DE BRASILIA - FUB,Ministério da Educação,32259,2012
FUNDACAO UNIVERSIDADE DE BRASILIA - FUB,Ministério da Educação,9734,2013
FUNDACAO UNIVERSIDADE DE BRASILIA - FUB,Ministério da Educação,13516,2014
FUNDACAO UNIVERSIDADE DE BRASILIA - FUB,Ministério da Educação,32739,2016
FUNDACAO UNIVERSIDADE DE BRASILIA - FUB,Ministério da Educação,30431,2017
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,271310,2011
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,391978,2012
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,823029,2013
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,457880,2014
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,254338,2015
HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,Ministério da Educação,2799,2016
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,102066,2011
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,560750,2012
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,406669,2013
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,413129,2014
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,345455,2015
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,339108,2016
UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,Ministério da Educação,2061805,2017
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,79187,2011
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,550805,2012
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,235998,2013
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,178587,2014
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,346102,2015
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,630789,2016
HOSPITAL DE CLINICAS DA UFU,Ministério da Educação,4138707,2017
FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,Ministério da Educação,25141,2011
FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,Ministério da Educação,8337,2012
FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,Ministério da Educação,12703,2013
FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,Ministério da Educação,24939,2014
FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,Ministério da Educação,10026,2015
FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,Ministério da Educação,129295,2016
FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,Ministério da Educação,132301,2017
FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,Ministério da Educação,7015,2012
FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,Ministério da Educação,8578,2015
FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,Ministério da Educação,16196,2016
FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,Ministério da Educação,1297,2017
UNIVERSIDADE FEDERAL DE OURO PRETO,Ministério da Educação,1703,2011
UNIVERSIDADE FEDERAL DE OURO PRETO,Ministério da Educação,6900,2012
UNIVERSIDADE FEDERAL DE OURO PRETO,Ministério da Educação,22501,2013
UNIVERSIDADE FEDERAL DE OURO PRETO,Ministério da Educação,1132,2016
FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,Ministério da Educação,253,2011
FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,Ministério da Educação,1209,2012
FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,Ministério da Educação,4871,2013
FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,Ministério da Educação,24711,2015
FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,Ministério da Educação,9617,2016
FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,Ministério da Educação,3317,2011
FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,Ministério da Educação,2227,2014
FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,Ministério da Educação,20550,2015
FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,Ministério da Educação,34004,2016
FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS,Ministério da Educação,500,2016
FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,Ministério da Educação,3979,2017
UNIVERSIDADE FEDERAL DE VICOSA,Ministério da Educação,6065,2011
UNIVERSIDADE FEDERAL DE VICOSA,Ministério da Educação,18150,2012
UNIVERSIDADE FEDERAL DE VICOSA,Ministério da Educação,50984,2013
UNIVERSIDADE FEDERAL DE VICOSA,Ministério da Educação,35760,2014
UNIVERSIDADE FEDERAL DE VICOSA,Ministério da Educação,48730,2017
FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL,Ministério da Educação,14538,2011
FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL,Ministério da Educação,15256,2012
FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL,Ministério da Educação,8384,2013
FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL,Ministério da Educação,16904,2014
FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL,Ministério da Educação,4511,2015
FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL,Ministério da Educação,24081,2016
FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL,Ministério da Educação,1889,2017
FUND.UNIV.FED.DE.CIENC.DA SAUDE DE P.ALEGRE,Ministério da Educação,3390,2012
FUND.UNIV.FED.DE.CIENC.DA SAUDE DE P.ALEGRE,Ministério da Educação,3484,2014
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,2831912,2011
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,2831096,2012
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,2856308,2013
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,3026959,2014
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,2774988,2015
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,3047469,2016
HOSPITAL DE CLINICAS DE PORTO ALEGRE,Ministério da Educação,16184752,2017
FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS,Ministério da Educação,2023,2014
UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,Ministério da Educação,5797,2016
UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,Ministério da Educação,21519,2017
FUNDACAO UNIVERSIDADE FEDERAL DO ABC,Ministério da Educação,66,2012
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,136796,2011
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,154198,2012
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,466459,2013
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,365557,2014
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,386182,2015
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,335976,2016
HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,Ministério da Educação,1307542,2017
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,167581,2011
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,564474,2012
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,221260,2013
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,508363,2014
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,504720,2015
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,558661,2016
COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,Ministério da Educação,301383,2017
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,749526,2011
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,417899,2012
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,462330,2013
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,477055,2014
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,356268,2015
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,532984,2016
HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,Ministério da Educação,2019804,2017
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,288625,2011
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,304130,2012
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,281427,2013
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,333973,2014
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,392814,2015
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,350295,2016
HOSPITAL UNIVERSITARIO ANTONIO PEDRO DA UFF,Ministério da Educação,2016407,2017
HOSPITAL CLINICAS/UFMG,Ministério da Educação,1355989,2011
